,-0.00,0
937284,333.33,-0.00,0
937286,500.00,2643.64,0
937289,333.33,7046.49,0
937291,500.00,0.00,0
937293,500.00,7081.13,0
937296,333.33,-5231.92,0
937299,333.33,-0.00,0
937302,333.33,-0.00,0
937304,500.00,-106.56,0
937307,333.33,10573.73,0
937310,333.33,0.00,0
937312,500.00,0.00,0
937314,500.00,7294.26,0
937317,333.33,2643.64,0
937319,500.00,-0.00,0
937322,333.33,-0.00,0
937324,500.00,-426.25,0
937327,333.33,2643.64,0
937329,500.00,0.00,0
937332,500.00,0.00,0
937334,333.33,7053.82,0
937336,500.00,-2643.43,0
937339,333.33,-0.00,0
937341,500.00,-0.00,0
937345,250.00,9696.79,0
937347,500.00,6032.79,0
937350,333.33,0.00,0
937352,500.00,0.00,0
937355,500.00,7150.06,0
937357,333.33,-12264.98,0
937360,333.33,-0.00,0
937362,500.00,-0.00,0
937365,333.33,2643.64,0
937367,500.00,-6559.01,0
937370,333.33,0.00,0
937372,500.00,0.00,0
937374,500.00,-5445.05,0
937377,333.33,6139.37,0
937380,333.33,-0.00,0
937382,500.00,-0.00,0
937384,500.00,6139.36,0
937388,250.00,-6586.26,0
937391,333.33,0.00,0
937393,500.00,0.00,0
937395,500.00,-5231.92,0
937398,333.33,-6074.10,0
937400,500.00,-0.00,0
937403,333.33,-0.00,0
937405,500.00,6139.36,0
937408,333.33,-13544.15,0
937411,500.00,0.00,0
937413,333.33,467.50,0
937415,500.00,2643.64,0
937418,333.33,-6820.04,0
937421,500.00,-0.00,0
937423,333.33,-0.00,0
937425,500.00,-5231.92,0
937428,333.33,7074.43,0
937431,333.33,0.00,0
937434,333.33,96.24,0
937436,500.00,-12264.98,0
937439,333.33,-0.00,0
937441,500.00,-0.00,0
937444,333.33,-0.00,0
937446,500.00,-5286.85,0
937449,333.33,26.64,0
937451,500.00,0.00,0
937453,500.00,7043.49,0
937456,333.33,-5231.92,0
937459,333.33,-0.00,0
937461,500.00,-0.00,0
937463,500.00,-0.00,0
937466,333.33,-10573.71,0
937469,500.00,0.00,0
937472,250.00,0.00,0
937474,500.00,911.16,0
937477,333.33,-10570.40,0
937479,500.00,-0.00,0
937482,333.33,-0.00,0
937484,500.00,-106.56,0
937487,333.33,5286.87,0
937489,500.00,0.00,0
937492,333.33,0.00,0
937494,500.00,-12691.23,0
937497,333.33,2643.64,0
937499,500.00,-0.00,0
937502,333.33,-0.00,0
937504,500.00,6393.75,0
937507,500.00,7057.15,0
937509,333.33,0.00,0
937511,500.00,0.00,0
937515,250.00,65.27,0
937517,500.00,12265.09,0
937520,333.33,-0.00,0
937522,500.00,-0.00,0
937525,500.00,-6927.04,0
937527,333.33,4327.78,0
937530,333.33,0.00,0
937532,500.00,0.00,0
937534,500.00,938.63,0
937537,333.33,12265.09,0
937539,500.00,-0.00,0
937542,333.33,-0.00,0
937544,500.00,13172.53,0
937547,333.33,7129.40,0
937549,500.00,0.00,0
937552,333.33,0.00,0
937554,500.00,-2643.43,0
937558,250.00,12265.09,0
937560,500.00,-0.00,0
937563,333.33,-0.00,0
937565,500.00,12265.09,0
937568,333.33,7057.15,0
937570,500.00,0.00,0
937573,333.33,0.00,0
937575,500.00,6132.75,0
937577,500.00,10573.79,0
937580,333.33,-0.00,0
937582,500.00,-0.00,0
937585,333.33,-5231.92,0
937588,500.00,7981.91,0
937590,333.33,0.00,0
937592,500.00,0.00,0
937595,333.33,10573.73,0
937597,500.00,11082.57,0
937601,250.00,-0.00,0
937603,500.00,-0.00,0
937606,333.33,-2643.43,0
937608,500.00,7043.39,0
937611,333.33,0.00,0
937613,500.00,10.33,0
937616,333.33,5286.87,0
937618,500.00,-0.00,0
937621,333.33,-0.00,0
937623,500.00,-0.00,0
937625,500.00,6132.75,0
937628,333.33,10.22,0
937630,500.00,0.00,0
937633,333.33,27.98,0
937635,500.00,-2643.43,0
937638,333.33,-3410.02,0
937640,500.00,-0.00,0
937644,250.00,-0.00,0
937646,500.00,10573.73,0
937649,333.33,7053.56,0
937651,500.00,0.00,0
937654,333.33,7081.08,0
937656,500.00,12278.72,0
937659,333.33,-0.00,0
937661,500.00,-0.00,0
937664,333.33,-0.00,0
937666,500.00,5286.87,0
937669,333.33,53.28,0
937671,500.00,0.00,0
937673,500.00,6830.37,0
937676,333.33,-10573.71,0
937679,500.00,-0.00,0
937681,333.33,-0.00,0
937683,500.00,-0.00,0
937687,250.00,-12264.98,0
937689,500.00,0.00,0
937692,333.33,0.00,0
937694,500.00,917.76,0
937697,500.00,6132.75,0
937699,333.33,-0.00,0
937701,500.00,-0.00,0
937704,333.33,-0.00,0
937706,500.00,12278.72,0
937709,333.33,0.00,0
937711,500.00,0.00,0
937713,500.00,7294.20,0
937716,333.33,-10570.40,0
937719,333.33,-0.00,0
937721,500.00,-0.00,0
937724,333.33,-3516.59,0
937726,500.00,10573.70,0
937730,250.00,0.00,0
937732,500.00,0.00,0
937734,500.00,512.16,0
937737,333.33,-2643.43,0
937740,333.33,-0.00,0
937742,500.00,-0.00,0
937744,500.00,-116.88,0
937747,333.33,-10996.66,0
937750,333.33,0.00,0
937752,500.00,0.00,0
937754,500.00,-6160.01,0
937757,333.33,6139.36,0
937759,500.00,-0.00,0
937762,333.33,-0.00,0
937764,500.00,2643.64,0
937767,333.33,7057.12,0
937769,500.00,0.00,0
937773,250.00,0.00,0
937775,500.00,10573.70,0
937778,333.33,-2616.17,0
937780,500.00,-0.00,0
937783,333.33,-0.00,0
937785,500.00,-12264.98,0
937788,333.33,65.26,0
937790,500.00,0.00,0
937792,500.00,0.00,0
937795,333.33,6132.75,0
937797,500.00,5287.36,0
937800,333.33,-0.00,0
937802,500.00,-0.00,0
937805,333.33,12278.72,0
937807,500.00,7043.39,0
937810,333.33,0.00,0
937812,500.00,0.00,0
937815,333.33,6132.75,0
937818,333.33,6393.79,0
937821,333.33,-0.00,0
937823,500.00,-0.00,0
937825,500.00,12265.09,0
937828,333.33,938.42,0
937830,500.00,0.00,0
937833,333.33,0.01,0
937835,500.00,-6132.70,0
937838,333.33,13426.95,0
937840,500.00,-0.00,0
937843,333.33,-0.00,0
937845,500.00,-12264.98,0
937848,333.33,65.26,0
937850,500.00,0.00,0
937853,333.33,58.65,0
937856,333.33,-2616.17,0
937859,333.33,-0.00,0
937861,500.00,-0.00,0
937863,500.00,-0.00,0
937866,333.33,-2643.43,0
937868,500.00,58.60,0
937871,333.33,0.00,0
937873,500.00,893.79,0
937876,333.33,-6132.70,0
937878,500.00,-0.00,0
937881,333.33,-0.00,0
937883,500.00,-0.00,0
937885,500.00,-2643.43,0
937888,333.33,911.09,0
937891,333.33,0.00,0
937893,500.00,85.91,0
937895,500.00,-12264.98,0
937899,250.00,-0.00,0
937901,500.00,-0.00,0
937904,333.33,-0.00,0
937906,500.00,-5231.92,0
937909,333.33,6846.68,0
937911,500.00,0.00,0
937914,333.33,7057.15,0
937916,500.00,10573.73,0
937919,333.33,-0.00,0
937921,500.00,-0.00,0
937924,333.33,-0.00,0
937926,500.00,-12264.98,0
937929,333.33,0.00,0
937931,500.00,0.00,0
937933,500.00,-6586.26,0
937936,333.33,-12264.98,0
937939,333.33,-0.00,0
937942,333.33,-0.00,0
937945,333.33,-5221.61,0
937947,500.00,7057.12,0
937950,333.33,0.00,0
937952,500.00,0.00,0
937954,500.00,-10996.66,0
937957,333.33,10573.73,0
937960,333.33,-0.00,0
937962,500.00,-0.00,0
937965,500.00,12278.72,0
937967,333.33,938.63,0
937970,333.33,0.00,0
937972,500.00,0.00,0
937974,500.00,5286.87,0
937977,333.33,-5231.92,0
937979,500.00,-0.00,0
937982,333.33,-0.00,0
937985,333.33,6139.36,0
937988,333.33,7057.12,0
937990,500.00,0.00,0
937993,333.33,0.00,0
937995,500.00,12265.09,0
937998,333.33,-6132.69,0
938000,500.00,-0.00,0
938003,333.33,-0.00,0
938005,500.00,2643.64,0
938008,333.33,-6565.62,0
938010,500.00,0.00,0
938013,500.00,0.01,0
938015,333.33,-10573.71,0
938018,333.33,-3942.84,0
938020,500.00,-0.00,0
938023,333.33,-0.00,0
938025,500.00,6132.75,0
938029,333.33,-13557.50,0
938031,333.33,0.00,0
938034,333.33,65.26,0
938036,500.00,2643.64,0
938039,500.00,-0.00,0
938041,333.33,-0.00,0
938043,500.00,-0.00,0
938046,333.33,-12264.98,0
938048,500.00,910.78,0
938051,333.33,0.00,0
938053,500.00,7074.47,0
938056,333.33,12265.09,0
938058,500.00,-0.00,0
938061,333.33,-0.00,0
938063,500.00,-0.00,0
938066,333.33,-10570.40,0
938068,500.00,905.79,0
938072,250.00,0.00,0
938074,500.00,7081.08,0
938077,333.33,2643.64,0
938079,500.00,-0.00,0
938082,333.33,-0.00,0
938084,500.00,-0.00,0
938086,500.00,-6132.70,0
938089,333.33,0.00,0
938091,500.00,0.00,0
938094,333.33,522.60,0
938096,500.00,-6132.70,0
938099,333.33,-0.00,0
938101,500.00,-0.00,0
938104,333.33,-0.00,0
938106,500.00,6139.36,0
938108,500.00,7046.49,0
938112,250.00,0.00,0
938114,500.00,7129.40,0
938117,333.33,12278.72,0
938120,500.00,-0.00,0
938122,333.33,-0.00,0
938124,500.00,-12041.64,0
938127,333.33,5280.25,0
938130,333.33,0.00,0
938132,500.00,0.00,0
938134,500.00,948.85,0
938137,333.33,-10573.71,0
938139,500.00,-0.00,0
938142,333.33,-0.00,0
938144,500.00,-12264.98,0
938147,333.33,58.65,0
938149,500.00,0.00,0
938152,333.33,0.00,0
938155,333.33,-6132.75,0
938158,333.33,2643.64,0
938160,500.00,-0.00,0
938163,500.00,-0.00,0
938165,333.33,-10570.40,0
938168,333.33,96.34,0
938170,500.00,0.00,0
938172,500.00,0.00,0
938175,333.33,10573.70,0
938177,500.00,2643.64,0
938180,333.33,-0.00,0
938182,500.00,-0.00,0
938185,333.33,-5286.85,0
938187,500.00,7043.49,0
938190,333.33,0.00,0
938192,500.00,0.00,0
938194,500.00,-5286.85,0
938198,250.00,2664.08,0
938201,333.33,-0.00,0
938203,500.00,-0.00,0
938205,500.00,12265.09,0
938208,333.33,911.10,0
938211,500.00,0.00,0
938213,333.33,0.04,0
938215,500.00,-2616.17,0
938218,333.33,11082.57,0
938220,500.00,-0.00,0
938223,333.33,-0.00,0
938225,500.00,12265.09,0
938228,333.33,82.58,0
938230,500.00,0.00,0
938233,500.00,82.92,0
938235,333.33,-6132.70,0
938238,333.33,-426.25,0
938241,333.33,-0.00,0
938244,500.00,-0.00,0
938246,333.33,6132.75,0
938248,500.00,-6559.01,0
938251,333.33,0.00,0
938253,500.00,7926.97,0
938256,333.33,2643.64,0
938259,500.00,-0.00,0
938261,333.33,-0.00,0
938263,500.00,-0.00,0
938266,333.33,-10573.71,0
938268,500.00,6.66,0
938271,333.33,0.00,0
938273,500.00,-12691.23,0
938276,333.33,-10573.71,0
938278,500.00,-0.00,0
938281,333.33,-0.00,0
938284,333.33,-0.00,0
938287,333.33,10573.73,0
938289,500.00,0.00,0
938292,333.33,0.00,0
938294,500.00,6844.00,0
938296,500.00,-10573.71,0
938299,333.33,-0.00,0
938302,333.33,-0.00,0
938304,500.00,-6926.61,0
938307,333.33,-10999.96,0
938309,500.00,0.00,0
938312,333.33,0.00,0
938314,500.00,7057.15,0
938317,500.00,2643.64,0
938319,333.33,-0.00,0
938321,500.00,-0.00,0
938324,333.33,-6947.23,0
938328,333.33,7057.12,0
938330,333.33,0.00,0
938332,500.00,0.00,0
938335,333.33,10573.70,0
938337,500.00,5286.87,0
938340,333.33,-0.00,0
938342,500.00,-0.00,0
938345,333.33,-12264.98,0
938347,500.00,7043.49,0
938350,333.33,0.00,0
938352,500.00,0.00,0
938355,500.00,-5231.92,0
938357,333.33,-2616.00,0
938360,333.33,-0.00,0
938362,500.00,-0.00,0
938365,333.33,6132.75,0
938368,333.33,-6558.95,0
938371,333.33,0.00,0
938373,500.00,1.72,0
938375,500.00,-10570.40,0
938378,333.33,-6926.61,0
938381,333.33,-0.00,0
938383,500.00,-0.00,0
938386,333.33,12278.72,0
938388,500.00,10.22,0
938391,333.33,0.00,0
938393,500.00,-12746.29,0
938396,333.33,-6132.70,0
938398,500.00,-0.00,0
938401,333.33,-0.00,0
938403,500.00,-0.00,0
938405,500.00,5286.87,0
938408,333.33,-12705.89,0
938412,250.00,0.00,0
938414,500.00,65.27,0
938416,500.00,-2643.43,0
938419,333.33,-0.00,0
938421,500.00,-0.00,0
938424,333.33,-0.00,0
938426,500.00,6132.75,0
938429,333.33,0.00,0
938431,500.00,0.00,0
938433,500.00,7043.49,0
938436,333.33,10573.73,0
938439,333.33,-0.00,0
938441,500.00,-0.00,0
938443,500.00,-0.00,0
938446,333.33,-12264.98,0
938449,500.00,0.00,0
938451,333.33,0.00,0
938454,333.33,-12701.67,0
938457,333.33,6139.36,0
938459,500.00,-0.00,0
938462,333.33,-0.00,0
938464,500.00,13213.83,0
938467,333.33,2643.43,0
938469,500.00,0.00,0
938472,333.33,0.00,0
938474,500.00,7057.15,0
938477,333.33,5286.87,0
938479,500.00,-0.00,0
938482,500.00,-0.00,0
938484,500.00,-6927.04,0
938487,333.33,7129.40,0
938489,500.00,0.00,0
938491,500.00,0.00,0
938494,333.33,7043.49,0
938497,333.33,5286.87,0
938500,333.33,-0.00,0
938502,500.00,-0.00,0
938505,333.33,-467.56,0
938507,500.00,-6558.95,0
938510,333.33,0.00,0
938512,500.00,0.00,0
938514,500.00,-6053.45,0
938517,333.33,2643.64,0
938520,333.33,-0.00,0
938522,500.00,-0.00,0
938524,500.00,-10570.40,0
938527,333.33,948.85,0
938530,333.33,0.00,0
938532,500.00,0.00,0
938534,500.00,6132.75,0
938537,333.33,-12264.98,0
938541,333.33,-0.00,0
938543,333.33,-0.00,0
938545,500.00,-2643.43,0
938548,333.33,917.76,0
938550,500.00,0.00,0
938553,333.33,0.00,0
938555,500.00,-10573.71,0
938558,333.33,-3516.59,0
938560,500.00,-0.00,0
938563,333.33,-0.00,0
938565,500.00,-12264.98,0
938568,333.33,65.26,0
938570,500.00,0.00,0
938573,333.33,82.61,0
938575,500.00,12265.09,0
938578,333.33,13640.08,0
938580,500.00,-0.00,0
938584,250.00,-0.00,0
938586,500.00,2643.64,0
938589,333.33,-6586.48,0
938591,500.00,0.00,0
938594,333.33,309.36,0
938596,500.00,-5286.85,0
938599,333.33,-0.00,0
938601,500.00,-0.00,0
938604,500.00,-0.00,0
938606,333.33,-2616.17,0
938609,500.00,56.61,0
938611,500.00,0.00,0
938613,500.00,7043.49,0
938616,333.33,-5231.92,0
938618,500.00,-0.00,0
938621,333.33,-0.00,0
938624,333.33,-0.00,0
938627,333.33,2643.64,0
938629,500.00,7046.49,0
938632,333.33,0.00,0
938634,500.00,7081.13,0
938637,333.33,5286.87,0
938639,500.00,-0.00,0
938642,333.33,-0.00,0
938644,500.00,-426.25,0
938646,500.00,-6132.75,0
938649,333.33,0.00,0
938651,500.00,0.00,0
938654,333.33,508.86,0
938656,500.00,-5286.85,0
938659,333.33,-0.00,0
938661,500.00,-0.00,0
938664,333.33,-7246.30,0
938667,333.33,2643.43,0
938670,333.33,0.00,0
938672,500.00,0.00,0
938674,500.00,7057.15,0
938677,333.33,2643.64,0
938680,333.33,-0.00,0
938682,500.00,-0.00,0
938684,500.00,-3537.03,0
938687,333.33,7057.12,0
938690,333.33,0.00,0
938692,500.00,0.00,0
938694,500.00,5286.87,0
938697,333.33,-2616.17,0
938699,500.00,-0.00,0
938702,333.33,-0.00,0
938704,500.00,12278.72,0
938707,333.33,85.91,0
938710,333.33,0.00,0
938712,500.00,0.00,0
938715,333.33,5286.87,0
938717,500.00,12265.09,0
938720,333.33,-0.00,0
938722,500.00,-0.00,0
938725,333.33,-10573.71,0
938728,500.00,948.85,0
938730,333.33,0.00,0
938732,500.00,0.00,0
938735,333.33,2643.64,0
938737,500.00,-5286.85,0
938740,333.33,-0.00,0
938742,500.00,-0.00,0
938745,333.33,5286.87,0
938747,500.00,-6558.95,0
938750,333.33,0.00,0
938753,333.33,0.00,0
938755,500.00,-10570.40,0
938758,333.33,-3516.59,0
938761,333.33,-0.00,0
938763,500.00,-0.00,0
938766,333.33,6132.75,0
938768,500.00,7043.39,0
938771,333.33,0.00,0
938773,500.00,7053.82,0
938776,500.00,2643.64,0
938778,333.33,-0.00,0
938780,500.00,-0.00,0
938783,333.33,-0.00,0
938785,500.00,5286.87,0
938788,333.33,-13557.50,0
938791,333.33,0.00,0
938793,500.00,938.63,0
938796,333.33,12278.72,0
938799,333.33,-0.00,0
938801,500.00,-0.00,0
938804,333.33,-0.00,0
938806,500.00,-10570.40,0
938809,333.33,7053.15,0
938811,500.00,0.00,0
938814,333.33,6844.00,0
938816,500.00,-2616.17,0
938819,333.33,-0.00,0
938821,500.00,-0.00,0
938824,333.33,-426.25,0
938826,500.00,6139.36,0
938829,333.33,0.00,0
938831,500.00,0.00,0
938833,500.00,948.85,0
938836,333.33,-5286.85,0
938840,250.00,-0.00,0
938842,500.00,-0.00,0
938844,500.00,-6926.61,0
938847,333.33,2643.64,0
938850,333.33,0.00,0
938852,500.00,0.00,0
938854,500.00,7981.91,0
938857,333.33,-5286.85,0
938859,500.00,-0.00,0
938862,333.33,-0.00,0
938864,500.00,-3537.24,0
938867,333.33,7081.13,0
938869,500.00,0.00,0
938872,333.33,0.00,0
938874,500.00,10573.73,0
938877,333.33,-2616.17,0
938880,333.33,-0.00,0
938883,333.33,-0.00,0
938885,500.00,-10573.71,0
938888,333.33,65.27,0
938890,500.00,0.00,0
938892,500.00,0.00,0
938895,333.33,5286.85,0
938897,500.00,-2616.17,0
938900,333.33,-0.00,0
938902,500.00,-0.00,0
938905,333.33,-2616.17,0
938907,500.00,7043.49,0
938910,333.33,0.00,0
938912,500.00,0.00,0
938915,333.33,-12264.98,0
938917,500.00,6393.79,0
938920,333.33,-0.00,0
938923,333.33,-0.00,0
938926,333.33,5286.87,0
938928,500.00,7057.12,0
938931,333.33,0.00,0
938933,500.00,55.86,0
938935,500.00,-10573.71,0
938938,333.33,-6820.04,0
938941,333.33,-0.00,0
938943,500.00,-0.00,0
938946,333.33,12278.72,0
938948,500.00,10.21,0
938951,333.33,0.00,0
938953,500.00,10.33,0
938955,500.00,6139.36,0
938958,333.33,-0.00,0
938960,500.00,-0.00,0
938963,333.33,-0.00,0
938966,333.33,-10573.71,0
938969,333.33,58.60,0
938971,500.00,0.00,0
938973,500.00,7926.97,0
938976,333.33,-10570.40,0
938979,333.33,-0.00,0
938981,500.00,-0.00,0
938984,333.33,-0.00,0
938986,500.00,12278.72,0
938989,333.33,6.66,0
938991,500.00,0.00,0
938993,500.00,65.27,0
938996,333.33,-5286.85,0
938998,500.00,-0.00,0
939001,333.33,-0.00,0
939003,500.00,-0.00,0
939005,500.00,12265.09,0
939009,250.00,3.33,0
939011,500.00,0.00,0
939014,333.33,522.49,0
939016,500.00,-5286.85,0
939019,333.33,-0.00,0
939021,500.00,-0.00,0
939024,333.33,-0.00,0
939026,500.00,10573.73,0
939029,333.33,56.61,0
939031,500.00,0.00,0
939033,500.00,-6586.26,0
939036,333.33,10573.73,0
939039,333.33,-0.00,0
939041,500.00,-0.00,0
939043,500.00,-0.00,0
939046,333.33,-10573.71,0
939049,500.00,0.00,0
939052,250.00,0.00,0
939054,500.00,911.16,0
939057,333.33,12265.09,0
939059,500.00,-0.00,0
939062,333.33,-0.00,0
939064,500.00,-0.00,0
939066,500.00,2643.64,0
939069,333.33,6820.04,0
939072,500.00,0.00,0
939074,333.33,65.26,0
939076,500.00,2643.64,0
939079,333.33,-0.00,0
939081,500.00,-0.00,0
939084,333.33,-0.00,0
939086,500.00,6132.75,0
939089,500.00,0.00,0
939091,333.33,0.00,0
939094,333.33,-6586.26,0
939097,333.33,12265.09,0
939099,500.00,-0.00,0
939102,333.33,-0.00,0
939104,500.00,-426.25,0
939107,333.33,5286.85,0
939109,500.00,0.00,0
939112,333.33,0.00,0
939114,500.00,65.27,0
939116,500.00,5286.87,0
939119,333.33,-0.00,0
939121,500.00,-0.00,0
939124,333.33,-0.00,0
939126,500.00,6139.36,0
939129,333.33,6820.04,0
939131,500.00,0.00,0
939133,500.00,96.34,0
939137,250.00,5286.87,0
939139,500.00,-0.00,0
939142,333.33,-0.00,0
939144,500.00,-426.25,0
939147,333.33,6132.75,0
939149,500.00,0.00,0
939152,333.33,0.00,0
939154,500.00,938.42,0
939156,500.00,6139.36,0
939159,333.33,-0.00,0
939161,500.00,-0.00,0
939164,333.33,-106.56,0
939166,500.00,-2643.43,0
939169,333.33,0.00,0
939171,500.00,0.00,0
939174,333.33,7342.53,0
939176,500.00,12278.72,0
939180,250.00,-0.00,0
939182,500.00,-0.00,0
939185,333.33,-3517.02,0
939187,500.00,96.34,0
939190,333.33,0.00,0
939192,500.00,0.00,0
939194,500.00,86.13,0
939197,333.33,6132.75,0
939199,500.00,-0.00,0
939202,333.33,-0.00,0
939204,500.00,-10336.63,0
939207,333.33,7981.91,0
939209,500.00,0.00,0
939212,333.33,0.00,0
939214,500.00,7926.97,0
939216,500.00,6139.36,0
939219,333.33,-0.00,0
939222,333.33,-0.00,0
939225,333.33,-467.56,0
939227,500.00,911.16,0
939230,333.33,0.00,0
939232,500.00,0.00,0
939234,500.00,7507.33,0
939237,333.33,-10573.71,0
939240,333.33,-0.00,0
939242,500.00,-0.00,0
939244,500.00,-12264.98,0
939247,333.33,7981.91,0
939250,333.33,0.00,0
939252,500.00,0.00,0
939254,500.00,6132.75,0
939257,333.33,-5231.92,0
939260,333.33,-0.00,0
939262,500.00,-0.00,0
939265,333.33,-2643.43,0
939268,333.33,7081.13,0
939271,500.00,0.00,0
939273,333.33,0.00,0
939275,500.00,5286.87,0
939278,333.33,-10569.73,0
939280,500.00,-0.00,0
939283,333.33,-0.00,0
939285,500.00,2643.64,0
939288,333.33,7043.39,0
939290,500.00,0.00,0
939293,333.33,2.66,0
939295,500.00,-10573.71,0
939298,333.33,-426.25,0
939300,500.00,-0.00,0
939303,333.33,-0.00,0
939305,500.00,5286.87,0
939309,250.00,-6565.61,0
939311,500.00,0.00,0
939314,500.00,10.33,0
939316,333.33,12278.72,0
939319,333.33,-0.00,0
939321,500.00,-0.00,0
939323,500.00,-0.00,0
939326,333.33,6132.75,0
939328,500.00,-6565.65,0
939331,333.33,0.00,0
939333,500.00,65.26,0
939336,333.33,-10570.40,0
939338,500.00,-0.00,0
939341,333.33,-0.00,0
939343,500.00,-0.00,0
939346,500.00,-12264.98,0
939348,333.33,879.15,0
939352,250.00,0.00,0
939354,500.00,7081.13,0
939357,333.33,6139.36,0
939359,500.00,-0.00,0
939362,333.33,-0.00,0
939364,500.00,-0.00,0
939366,500.00,-12264.98,0
939369,333.33,0.00,0
939371,500.00,0.00,0
939374,333.33,-13554.17,0
939376,500.00,-12264.98,0
939379,333.33,-0.00,0
939382,500.00,-0.00,0
939384,333.33,13213.79,0
939387,500.00,7981.91,0
939389,333.33,0.00,0
939392,333.33,0.00,0
939395,333.33,4427.74,0
939397,500.00,-5286.85,0
939400,333.33,-0.00,0
939402,500.00,-0.00,0
939405,333.33,-10573.71,0
939407,500.00,938.42,0
939410,333.33,0.00,0
939412,500.00,0.00,0
939414,500.00,-10573.71,0
939417,333.33,-5231.81,0
939420,333.33,-0.00,0
939422,500.00,-0.00,0
939425,333.33,5286.87,0
939427,500.00,-12691.23,0
939430,333.33,0.00,0
939432,500.00,0.08,0
939436,333.33,-5286.85,0
939438,333.33,13426.95,0
939441,333.33,-0.00,0
939443,500.00,-0.00,0
939446,333.33,6132.75,0
939448,500.00,65.26,0
939451,333.33,0.00,0
939453,500.00,0.91,0
939455,500.00,-5286.85,0
939458,333.33,-6926.61,0
939460,500.00,-0.00,0
939463,333.33,-0.00,0
939465,500.00,-5231.92,0
939468,333.33,96.24,0
939470,500.00,0.00,0
939473,333.33,-13406.52,0
939475,500.00,6132.75,0
939479,250.00,-0.00,0
939481,500.00,-0.00,0
939484,333.33,-0.00
